id_composite	designation	supergenre	genre	subgenre	period	primary_edition	publication_history	place	ruler	keywords	provenience	distribution	sources	provdist	project
Q000886	Ur-Bau 13	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 025, E3/1.1.6.13		Girsu	Ur-Bau		Ur	Ur [4]	P232270 P232271 P232272 P232273	Ur [4]	epsd2/royal
Q000928	Ur-Ningirsu II 02	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 182, E3/1.1.8.2		Girsu	Ur-Ningirsu II		Girsu	Girsu [8], Ur [1], uncertain [4]	P234649 P234650 P234651 P234652 P234653 P234654 P234655 P234656 P234657 P234658 P234790 P480155 P480156	Girsu [8], Ur [1], uncertain [4]	epsd2/royal
Q000929	Ur-Ningirsu II 03	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 183, E3/1.1.8.3		Girsu	Ur-Ningirsu II		Girsu	Girsu [3], uncertain [1]	P234659 P234660 P234661 P498457	Girsu [3], uncertain [1]	epsd2/royal
Q000930	Nammahni 02	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 195, E3/1.1.12.2		Girsu	Nammahni		Diqdiqqah	Diqdiqqah [2], uncertain [1]	P234674 P234675 P247584	uncertain (Clark 001 = RIME 3/1.01.12.02, ex. add03 ?); Diqdiqqah (AO 26690 = RIME 3/1.01.12.02, ex. 02, BM 123338 = RIME 3/1.01.12.02, ex. 01)	epsd2/royal
Q000931	Nammahni 03	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 196, E3/1.1.12.3		Girsu	Nammahni		Girsu	Girsu [4], uncertain [19]	P234676 P234677 P234678 P234679 P234680 P234681 P234682 P234683 P234684 P234685 P234686 P234687 P234688 P234689 P234690 P234691 P234692 P234693 P293705 P315475 P408032 P464923 P522155	Girsu [4], uncertain [19]	epsd2/royal
Q000932	Nammahni 07	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 199, E3/1.1.12.7		Girsu	Nammahni		Girsu	Girsu [2], uncertain [1]	P234697 P234698 P234699	Girsu (AO 00271c = RIME 3/1.01.12.07, ex. 03, unknown = RIME 3/1.01.12.07, ex. 02); uncertain (BM 022445 = RIME 3/1.01.12.07, ex. 01)	epsd2/royal
Q000933	Nammahni 11	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 202, E3/1.1.12.11		Girsu	Nammahni		Girsu	Girsu [1], uncertain [1]	P234704 P234705	uncertain (Golenishev 5152 = RIME 3/1.01.12.11, ex. 01); Girsu (unknown = RIME 3/1.01.12.11, ex. 02)	epsd2/royal
Q000934	Nammahni 17	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 206, E3/1.1.12.17		Girsu	Nammahni		Girsu	Girsu [2], uncertain [2]	P234711 P234712 P234713 P247583	Girsu [2], uncertain [2]	epsd2/royal
Q001459	Ur-Ningirsu I 1	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.1		Girsu	Ur-Ningirsu I		uncertain	uncertain [1]	P231800	uncertain (YBC 02248 = RIME 3/1.01.01.01, ex. 01)	epsd2/royal
Q001460	Ur-Ningirsu I 2	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.2		Girsu	Ur-Ningirsu I		uncertain	uncertain [1]	P231801	uncertain (YBC 02128 = RIME 3/1.01.01.02, ex. 01)	epsd2/royal
Q001461	Ur-Ningirsu I 3	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.3		Girsu	Ur-Ningirsu I		uncertain	uncertain [1]	P231802	uncertain (Erm 15633 = RIME 3/1.01.01.03, ex. 01)	epsd2/royal
Q001462	Ur-Ningirsu I 4	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.4		Girsu	Ur-Ningirsu I		Larsa	Larsa [1]	P231803	Larsa (L.76.17 = RIME 3/1.01.01.04, ex. 01)	epsd2/royal
Q001463	Ur-Ningirsu I 5	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.5		Girsu	Ur-Ningirsu I		uncertain	uncertain [1]	P231804	uncertain (YBC 02301 = RIME 3/1.01.01.05, ex. 01)	epsd2/royal
Q001464	Ur-Ningirsu I 6	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.1.6		Girsu	Ur-Ningirsu I		uncertain	uncertain [1]	P231805	uncertain (YBC 02162 = RIME 3/1.01.01.06, ex. 01)	epsd2/royal
Q001465	Ur-Bau 02	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.2		Girsu	Ur-Bau		Girsu	Girsu [1]	P231813	Girsu (AO 00099 = RIME 3/1.01.06.02, ex. 01)	epsd2/royal
Q001466	Ur-Bau 05	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.5		Girsu	Ur-Bau		Girsu	Girsu [1]	P232261	Girsu (AO 00009 = RIME 3/1.01.06.05, ex. 01)	epsd2/royal
Q001467	Ur-Bau 06	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.6		Girsu	Ur-Bau		Girsu	Girsu [2]	P232262 P233969	Girsu (AO 00311 = RIME 3/1.01.06.06, ex. add03 ?, AO 00261 = RIME 3/1.01.06.06, ex. 01)	epsd2/royal
Q001468	Ur-Bau 07	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.7		Girsu	Ur-Bau		Girsu	Girsu [1]	P232263	Girsu (AO 00271b = RIME 3/1.01.06.07, ex. 01)	epsd2/royal
Q001469	Ur-Bau 08	LIT	Royal Inscription		Lagaš II			Girsu	Ur-Bau						epsd2/royal
Q001470	Ur-Bau 09	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.9		Girsu	Ur-Bau		Girsu	Girsu [1]	P232266	Girsu (AO 12775i = RIME 3/1.01.06.09, ex. 01)	epsd2/royal
Q001471	Ur-Bau 10	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.10		Girsu	Ur-Bau		Girsu	Girsu [1]	P232265	Girsu (AO 26650 = RIME 3/1.01.06.10, ex. 01)	epsd2/royal
Q001472	Ur-Bau 11	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.6.11		Girsu	Ur-Bau		Girsu	Girsu [1]	P232267	Girsu (AO 00211 = RIME 3/1.01.06.11, ex. 01)	epsd2/royal
Q001566	Ur-Ningirsu II 01	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.1		Girsu	Ur-Ningirsu II		Girsu	Girsu [1]	P234648	Girsu (BM 090845 = RIME 3/1.01.08.01, ex. 01)	epsd2/royal
Q001567	Ur-Ningirsu II 04	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.4		Girsu	Ur-Ningirsu II		Girsu	Girsu [1]	P234662	Girsu (AO 26651 = RIME 3/1.01.08.04, ex. 01)	epsd2/royal
Q001568	Ur-Ningirsu II 05	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.5		Girsu	Ur-Ningirsu II		uncertain	uncertain [1]	P234663	uncertain (BM 086917 = RIME 3/1.01.08.05, ex. 01)	epsd2/royal
Q001569	Ur-Ningirsu II 06	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.6		Girsu	Ur-Ningirsu II		Girsu	Girsu [1]	P234664	Girsu (AO 09504 + MMA 47.100.86 = RIME 3/1.01.08.06, ex. 01)	epsd2/royal
Q001570	Ur-Ningirsu II 07	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.7		Girsu	Ur-Ningirsu II		uncertain	uncertain [1]	P234665	uncertain (VA 08790 = RIME 3/1.01.08.07, ex. 01)	epsd2/royal
Q001571	Ur-Ningirsu II 08	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.8		Girsu	Ur-Ningirsu II		uncertain	uncertain [1]	P234666	uncertain (VA 08788 = RIME 3/1.01.08.08, ex. 01)	epsd2/royal
Q001572	Ur-Ningirsu II 09	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.9		Girsu	Ur-Ningirsu II		Girsu	Girsu [1]	P234667	Girsu (AO 00209 = RIME 3/1.01.08.09, ex. 01)	epsd2/royal
Q001573	Ur-Ningirsu II 10	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.8.10		Girsu	Ur-Ningirsu II		uncertain	uncertain [1]	P234668	uncertain (IM 045062 = RIME 3/1.01.08.10, ex. 01)	epsd2/royal
Q001574	Urgar 1	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.9.1		Girsu	Urgar		uncertain	uncertain [1]	P234669	uncertain (Golenishev 5151 = RIME 3/1.01.09.01, ex. 01)	epsd2/royal
Q001575	Urgar 2	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.9.2		Girsu	Urgar		Girsu	Girsu [1]	P234670	Girsu (unknown = RIME 3/1.01.09.02, ex. 01)	epsd2/royal
Q001576	Urgar 3	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.9.3		Girsu	Urgar		Girsu	Girsu [1]	P234671	Girsu (IM 011952 = RIME 3/1.01.09.03, ex. 01)	epsd2/royal
Q001577	Urmama 1	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.11.1		Girsu	Urmama		Girsu	Girsu [1]	P234672	Girsu (AO 03284 = RIME 3/1.01.11.01, ex. 01)	epsd2/royal
Q001578	Nammahni 01	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.1		Girsu	Nammahni		uncertain	uncertain [1]	P234673	uncertain (AO 00101 = RIME 3/1.01.12.01, ex. 01)	epsd2/royal
Q001579	Nammahni 04	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.4		Girsu	Nammahni		Girsu	Girsu [1]	P234694	Girsu (AO 03286 = RIME 3/1.01.12.04, ex. 01)	epsd2/royal
Q001580	Nammahni 05	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.5		Girsu	Nammahni		Girsu	Girsu [1]	P234695	Girsu (Ist EŞEM 00481 = RIME 3/1.01.12.05, ex. 01)	epsd2/royal
Q001581	Nammahni 06	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.6		Girsu	Nammahni		Girsu	Girsu [1]	P234696	Girsu (AO — = RIME 3/1.01.12.06, ex. 01)	epsd2/royal
Q001582	Nammahni 08	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.8		Girsu	Nammahni		Girsu	Girsu [1]	P234700	Girsu (BM — = RIME 3/1.01.12.08, ex. 01)	epsd2/royal
Q001583	Nammahni 09	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.9		Girsu	Nammahni		Girsu	Girsu [1]	P234701	Girsu (unknown = RIME 3/1.01.12.09, ex. 01)	epsd2/royal
Q001584	Nammahni 10	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.10		Girsu	Nammahni		Girsu	Girsu [1]	P234703	Girsu (BM 022469 = RIME 3/1.01.12.10, ex. 01)	epsd2/royal
Q001585	Nammahni 12	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.12		Girsu	Nammahni		Girsu	Girsu [1]	P234706	Girsu (unknown = RIME 3/1.01.12.12, ex. 01)	epsd2/royal
Q001586	Nammahni 13	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.13		Girsu	Nammahni		uncertain	uncertain [1]	P234707	uncertain (BM 088392 = RIME 3/1.01.12.13, ex. 01)	epsd2/royal
Q001587	Nammahni 14	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.14		Girsu	Nammahni		Girsu	Girsu [1]	P234708	Girsu (AO 03285 = RIME 3/1.01.12.14, ex. 01)	epsd2/royal
Q001588	Nammahni 15	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.15		Girsu	Nammahni		Girsu	Girsu [1]	P234709	Girsu (AO 00310 = RIME 3/1.01.12.15, ex. 01)	epsd2/royal
Q001589	Nammahni 16	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.12.16		Girsu	Nammahni		uncertain	uncertain [1]	P234710	uncertain (AO 00271a = RIME 3/1.01.12.16, ex. 01)	epsd2/royal
Q001590	Hala-Bau 1001	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1001		Girsu	Hala-Bau						epsd2/royal
Q001591	Lagaš II Unidentified 1002	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1002		Girsu	Lagaš II		Girsu	Girsu [1]	P234715	Girsu (AO 15392 = RIME 3/1.01.x0.1002, ex. 01)	epsd2/royal
Q001592	Lagaš II Unidentified 1003	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1003		Girsu	Lagaš II		Girsu	Girsu [1]	P234716	Girsu (AO 00002bis ? = RIME 3/1.01.x0.1003, ex. 01)	epsd2/royal
Q001593	Lagaš II Unidentified 1004	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1004		Girsu	Lagaš II		Girsu	Girsu [1]	P234717	Girsu (AO 00166 = RIME 3/1.01.x0.1004, ex. 01)	epsd2/royal
Q001594	Lagaš II Unidentified 1005	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1005		Girsu	Lagaš II		Girsu	Girsu [1]	P221763	Girsu (AO 12775m = RIME 3/1.01.x0.1005, ex. 01)	epsd2/royal
Q001595	Lagaš II Unidentified 1006	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1006		Girsu	Lagaš II		Girsu	Girsu [1]	P234718	Girsu (AO 12920 = RIME 3/1.01.x0.1006, ex. 01)	epsd2/royal
Q001596	Lagaš II Unidentified 1007	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1007		Girsu	Lagaš II		Girsu	Girsu [1]	P234719	Girsu (AO 02886f = RIME 3/1.01.x0.1007, ex. 01)	epsd2/royal
Q001597	Lagaš II Unidentified 1008	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1008		Girsu	Lagaš II		Girsu	Girsu [1]	P234720	Girsu (AO 02886i = RIME 3/1.01.x0.1008, ex. 01)	epsd2/royal
Q001598	Lagaš II Unidentified 1009	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1009		Girsu	Lagaš II		Girsu	Girsu [1]	P234721	Girsu (AO 00133 = RIME 3/1.01.x0.1009, ex. 01)	epsd2/royal
Q001599	Lagaš II Unidentified 1010	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1010		Girsu	Lagaš II		Girsu	Girsu [1]	P234722	Girsu (AO 00196bis ? = RIME 3/1.01.x0.1010, ex. 01)	epsd2/royal
Q001600	Lagaš II Unidentified 1011	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1011		Girsu	Lagaš II		Girsu	Girsu [1]	P234723	Girsu (AO 16652 = RIME 3/1.01.x0.1011, ex. 01)	epsd2/royal
Q001601	Lagaš II Unidentified 1012	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1012		Girsu	Lagaš II		Girsu	Girsu [1]	P234724	Girsu (AO 12108d = RIME 3/1.01.x0.1012, ex. 01)	epsd2/royal
Q001602	Lagaš II Unidentified 1013	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1013		Girsu	Lagaš II		Girsu	Girsu [1]	P234725	Girsu (AO 02761 = RIME 3/1.01.x0.1013, ex. 01)	epsd2/royal
Q001603	Lagaš II Unidentified 1014	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1014		Girsu	Lagaš II		Girsu	Girsu [1]	P234726	Girsu (AO 12775a = RIME 3/1.01.x0.1014, ex. 01)	epsd2/royal
Q001604	Lagaš II Unidentified 1015	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1015		Girsu	Lagaš II		Girsu	Girsu [1]	P234727	Girsu (AO 02886d = RIME 3/1.01.x0.1015, ex. 01)	epsd2/royal
Q001605	Lagaš II Unidentified 1016	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1016		Girsu	Lagaš II		Girsu	Girsu [1]	P234728	Girsu (AO 02886k = RIME 3/1.01.x0.1016, ex. 01)	epsd2/royal
Q001606	Lagaš II Unidentified 1017	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1017		Girsu	Lagaš II		Girsu	Girsu [1]	P234729	Girsu (AO 02886p = RIME 3/1.01.x0.1017, ex. 01)	epsd2/royal
Q001607	Lagaš II Unidentified 1018	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1018		Girsu	Lagaš II		Girsu	Girsu [1]	P234730	Girsu (AO 00216 = RIME 3/1.01.x0.1018, ex. 01)	epsd2/royal
Q001608	Lagaš II Unidentified 1019	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1019		Girsu	Lagaš II		Girsu	Girsu [1]	P234731	Girsu (AO 04441 = RIME 3/1.01.x0.1019, ex. 01)	epsd2/royal
Q001609	Lagaš II Unidentified 1020	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1020		Girsu	Lagaš II		Girsu	Girsu [1]	P221761	Girsu (AO 12108f = RIME 3/1.01.x0.1020, ex. 01)	epsd2/royal
Q001610	Lagaš II Unidentified 1021	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1021		Girsu	Lagaš II		Girsu	Girsu [1]	P221762	Girsu (AO 12108a = RIME 3/1.01.x0.1021, ex. 01)	epsd2/royal
Q001611	Lagaš II Unidentified 1022	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1022		Girsu	Lagaš II		Girsu	Girsu [1]	P234732	Girsu (AO 04643 = RIME 3/1.01.x0.1022, ex. 01)	epsd2/royal
Q001612	Lagaš II Unidentified 1023	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1023		Girsu	Lagaš II		Girsu	Girsu [1]	P234733	Girsu (AO 12775c = RIME 3/1.01.x0.1023, ex. 01)	epsd2/royal
Q001613	Lagaš II Unidentified 1024	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1024		Girsu	Lagaš II		Girsu	Girsu [1]	P234734	Girsu (AO 00174 = RIME 3/1.01.x0.1024, ex. 01)	epsd2/royal
Q001614	Lagaš II Unidentified 1025	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1025		Girsu	Lagaš II		Girsu	Girsu [1]	P234735	Girsu (YBC 02300 = RIME 3/1.01.x0.1025, ex. 01)	epsd2/royal
Q001615	Lagaš II Unidentified 1026	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1026		Girsu	Lagaš II		Girsu	Girsu [1]	P234736	Girsu (MAR 4737 = RIME 3/1.01.x0.1026, ex. 01)	epsd2/royal
Q001616	Lagaš II Unidentified 1027	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.0.1027		Girsu	Lagaš II		Girsu	Girsu [1]	P234737	Girsu (IM 042085 = RIME 3/1.01.x0.1027, ex. 01)	epsd2/royal
Q004255	Lagaš II Unidentified 1028add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 01		Lagaš	Lagaš II		Girsu	Girsu [1]	P315451	Girsu (AO 12774 = RIME 3/1.01.x0.add1028, ex. 01)	epsd2/royal
Q004256	Lagaš II Unidentified 1029add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 03		Lagaš	Lagaš II		uncertain	uncertain [1]	P247586	uncertain (AO 00070 = RIME 3/1.01.x0.add1029, ex. 01)	epsd2/royal
Q004257	Lagaš II Unidentified 1030add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 04		Lagaš	Lagaš II		uncertain	uncertain [1]	P247587	uncertain (AO 00168 = RIME 3/1.01.x0.add1030, ex. 01)	epsd2/royal
Q004258	Lagaš II Unidentified 1031add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 05		Lagaš	Lagaš II		uncertain	uncertain [1]	P247575	uncertain (AO 00165 = RIME 3/1.01.x0.add1031, ex. 01)	epsd2/royal
Q004259	Lagaš II Unidentified 1032add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 06		Lagaš	Lagaš II		uncertain	uncertain [1]	P247578	uncertain (AO 00169 = RIME 3/1.01.x0.add1032, ex. 01)	epsd2/royal
Q004260	Lagaš II Unidentified 1033add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 07		Lagaš	Lagaš II		uncertain	uncertain [1]	P247581	uncertain (AO 00170 = RIME 3/1.01.x0.add1033, ex. 01)	epsd2/royal
Q004261	Lagaš II Unidentified 1034add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 08		Lagaš	Lagaš II						epsd2/royal
Q004262	Lagaš II Unidentified 1035add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 09		Lagaš	Lagaš II		uncertain	uncertain [1]	P247582	uncertain (AO 00173 = RIME 3/1.01.x0.add1035, ex. 01)	epsd2/royal
Q004263	Lagaš II Unidentified 1036add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 12		Lagaš	Lagaš II		Girsu	Girsu [1]	P513643	Girsu (AO 00198 = RIME 3/1.01.x0.add1036, ex. 01)	epsd2/royal
Q004264	Lagaš II Unidentified 1037add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 17		Lagaš	Lagaš II		uncertain	uncertain [1]	P247554	uncertain (AO 12775b = RIME 3/1.01.x0.add1037, ex. 01)	epsd2/royal
Q004265	Lagaš II Unidentified 1038add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 18		Lagaš	Lagaš II		uncertain	uncertain [1]	P247555	uncertain (AO 12775d = RIME 3/1.01.x0.add1038, ex. 01)	epsd2/royal
Q004266	Lagaš II Unidentified 1039add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 19		Lagaš	Lagaš II		uncertain	uncertain [1]	P247556	uncertain (AO 12775e = RIME 3/1.01.x0.add1039, ex. 01)	epsd2/royal
Q004267	Lagaš II Unidentified 1040add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 20		Lagaš	Lagaš II		uncertain	uncertain [1]	P247557	uncertain (AO 22119 = RIME 3/1.01.x0.add1040, ex. 01)	epsd2/royal
Q004268	Lagaš II Unidentified 1042add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 23		Lagaš	Lagaš II		uncertain	uncertain [1]	P247559	uncertain (AO 12755j = RIME 3/1.01.x0.add1042, ex. 01)	epsd2/royal
Q004269	Lagaš II Unidentified 1043add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 25		Lagaš	Lagaš II		uncertain	uncertain [1]	P247560	uncertain (AO 02886b = RIME 3/1.01.x0.add1043, ex. 01)	epsd2/royal
Q004270	Lagaš II Unidentified 1044add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 26		Lagaš	Lagaš II		uncertain	uncertain [1]	P247561	uncertain (AO 02886c = RIME 3/1.01.x0.add1044, ex. 01)	epsd2/royal
Q004271	Lagaš II Unidentified 1045add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 28		Lagaš	Lagaš II		uncertain	uncertain [1]	P247562	uncertain (AO 02886e = RIME 3/1.01.x0.add1045, ex. 01)	epsd2/royal
Q004272	Lagaš II Unidentified 1046add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 30		Lagaš	Lagaš II		uncertain	uncertain [1]	P247563	uncertain (AO 02886h = RIME 3/1.01.x0.add1046, ex. 01)	epsd2/royal
Q004273	Lagaš II Unidentified 1047add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 32		Lagaš	Lagaš II		uncertain	uncertain [1]	P247564	uncertain (AO 02886j = RIME 3/1.01.x0.add1047, ex. 01)	epsd2/royal
Q004274	Lagaš II Unidentified 1048add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 34		Lagaš	Lagaš II		uncertain	uncertain [1]	P247565	uncertain (AO 02886l = RIME 3/1.01.x0.add1048, ex. 01)	epsd2/royal
Q004275	Lagaš II Unidentified 1049add	LIT	Royal Inscription		Lagaš II	FAOS 09/1, Lagaš 35		Lagaš	Lagaš II		uncertain	uncertain [1]	P247566	uncertain (AO 02886m = RIME 3/1.01.x0.add1049, ex. 01)	epsd2/royal
Q004881	Lagaš II Unidentified 1050add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247567	uncertain (unknown = RIME 3/1.01.x0.add1050, ex. 01)	epsd2/royal
Q004882	Lagaš II Unidentified 1051add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247568	uncertain (Ashm 1942-0169 = RIME 3/1.01.x0.add1051, ex. 01)	epsd2/royal
Q004883	Lagaš II Unidentified 1052add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247569	uncertain (AO 16649 = RIME 3/1.01.x0.add1052, ex. 01)	epsd2/royal
Q004884	Lagaš II Unidentified 1053add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247588	uncertain (AO 26662 = RIME 3/1.01.x0.add1053, ex. 01)	epsd2/royal
Q004885	Lagaš II Unidentified 1054add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247570	uncertain (AO 20014 = RIME 3/1.01.x0.add1054, ex. 01)	epsd2/royal
Q004886	Lagaš II Unidentified 1056add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247572	uncertain (AO 26647 = RIME 3/1.01.x0.add1056, ex. 01)	epsd2/royal
Q004887	Lagaš II Unidentified 1057add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247573	uncertain (AO 26649 = RIME 3/1.01.x0.add1057, ex. 01)	epsd2/royal
Q004888	Lagaš II Unidentified 1058add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247574	uncertain (AO 26631 = RIME 3/1.01.x0.add1058, ex. 01)	epsd2/royal
Q004889	Lagaš II Unidentified 1059add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247589	uncertain (AO 26632 = RIME 3/1.01.x0.add1059, ex. 01)	epsd2/royal
Q004890	Lagaš II Unidentified 1060add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247576	uncertain (VA 02341 = RIME 3/1.01.x0.add1060, ex. 01)	epsd2/royal
Q004891	Lagaš II Unidentified 1061add	LIT	Royal Inscription		Lagaš II			Lagaš							epsd2/royal
Q004892	Lagaš II Unidentified 1062add	LIT	Royal Inscription		Lagaš II			Lagaš			Girsu	Girsu [1]	P234702	Girsu (AO 00271d = RIME 3/1.01.12.09a, ex. 01)	epsd2/royal
Q004893	Lagaš II Unidentified 1063add	LIT	Royal Inscription		Lagaš II			Lagaš			uncertain	uncertain [1]	P247579	uncertain (AO 00272 = RIME 3/1.01.x0.add1063, ex. 01)	epsd2/royal
